i0,i1,o0
-6,-4.4999003410339355,-10.499900341033936
-4,-8.283529281616211,-12.283529281616211
5,0.37058258056640625,5.370582580566406
-1,2.9911365509033203,1.9911365509033203
0,4.300159454345703,4.300159454345703
6,7.049459457397461,13.049459457397461
10,-3.126145362854004,6.873854637145996
-10,3.2664194107055664,-6.733580589294434
2,9.027664184570312,11.027664184570312
0,-3.8769283294677734,-3.8769283294677734
10,9.361394882202148,19.36139488220215
-5,-6.336403846740723,-11.336403846740723
-5,9.384231567382812,4.3842315673828125
-3,-2.604098320007324,-5.604098320007324
8,-9.263419151306152,-1.2634191513061523
10,-0.5380144119262695,9.46198558807373
-7,7.640439987182617,0.6404399871826172
7,-9.10952377319336,-2.1095237731933594
-7,-6.501065254211426,-13.501065254211426
4,-0.31989097595214844,3.6801090240478516
1,4.426506996154785,5.426506996154785
-1,6.883350372314453,5.883350372314453
-5,9.542469024658203,4.542469024658203
5,9.583793640136719,14.583793640136719
-3,9.768688201904297,6.768688201904297
-1,5.500029563903809,4.500029563903809
-1,-8.140324592590332,-9.140324592590332
8,-0.9375486373901367,7.062451362609863
-1,-9.680081367492676,-10.680081367492676
4,-5.65219783782959,-1.6521978378295898
-10,7.471357345581055,-2.5286426544189453
6,6.139492034912109,12.13949203491211
-4,-2.383241653442383,-6.383241653442383
-6,5.450433731079102,-0.5495662689208984
-9,7.241081237792969,-1.7589187622070312
-7,6.799644470214844,-0.20035552978515625
-1,9.944162368774414,8.944162368774414
5,5.779115676879883,10.779115676879883
-2,9.129032135009766,7.129032135009766
10,-4.429225921630859,5.570774078369141
-4,-3.544269561767578,-7.544269561767578
-6,4.435026168823242,-1.5649738311767578
-2,-1.7950458526611328,-3.795045852661133
4,-8.19770336151123,-4.1977033615112305
-5,0.6701936721801758,-4.329806327819824
-10,0.43789100646972656,-9.562108993530273
4,0.9401683807373047,4.940168380737305
1,5.641887664794922,6.641887664794922
-4,-1.9289579391479492,-5.928957939147949
0,0.550384521484375,0.550384521484375
7,-7.879197597503662,-0.8791975975036621
3,5.479850769042969,8.479850769042969
3,-7.129119873046875,-4.129119873046875
-4,-3.2334413528442383,-7.233441352844238
-10,-5.062247276306152,-15.062247276306152
1,-8.039450645446777,-7.039450645446777
-6,-4.46115255355835,-10.46115255355835
6,7.27662467956543,13.27662467956543
-10,-4.0654730796813965,-14.065473079681396
3,5.754672050476074,8.754672050476074
2,-3.5847911834716797,-1.5847911834716797
-2,-4.034023284912109,-6.034023284912109
3,-1.9211626052856445,1.0788373947143555
-4,7.473846435546875,3.473846435546875
1,1.2363319396972656,2.2363319396972656
10,-7.728496551513672,2.271503448486328
9,-2.0016345977783203,6.99836540222168
4,2.047639846801758,6.047639846801758
5,5.851877212524414,10.851877212524414
2,-8.000667572021484,-6.000667572021484
-4,-3.6067819595336914,-7.606781959533691
-5,7.522014617919922,2.522014617919922
-3,-5.834568977355957,-8.834568977355957
-7,3.79148006439209,-3.20851993560791
-6,6.595344543457031,0.5953445434570312
-4,5.391570091247559,1.3915700912475586
10,4.543447494506836,14.543447494506836
2,3.251323699951172,5.251323699951172
2,-2.659785747528076,-0.6597857475280762
8,2.656846046447754,10.656846046447754
9,9.683229446411133,18.683229446411133
-6,-7.428903579711914,-13.428903579711914
8,4.012398719787598,12.012398719787598
-5,9.380266189575195,4.380266189575195
6,-2.747795581817627,3.252204418182373
-6,2.0601415634155273,-3.9398584365844727
8,4.423142433166504,12.423142433166504
